id,title,subtitle,poster,url,star_time
1601271083,长恨歌,王安忆 / 2003 / 南海出版公司,https://img9.doubanio.com/view/subject/l/public/s3018752.jpg,https://book.douban.com/subject/1082349/,2018-12-30 22:08:56
1598135787,山月记,[日]中岛敦 / 2013 / 中华书局,https://img9.doubanio.com/view/subject/l/public/s26805766.jpg,https://book.douban.com/subject/20473505/,2018-12-29 12:43:21
1598046807,大师的盛宴,奥森·斯科特·卡德 编 / 2012 / 新星出版社,https://img9.doubanio.com/view/subject/l/public/s11373413.jpg,https://book.douban.com/subject/11511232/,2018-12-28 23:09:41
1594219718,小城之恋,王安忆 / 2004 / 中国电影出版社,https://img9.doubanio.com/view/subject/l/public/s1730196.jpg,https://book.douban.com/subject/1080828/,2018-12-27 15:39:43
1593316037,插图本日本文学史,刘利国 何志勇 / 2008 / 北京大学出版社,https://img9.doubanio.com/view/subject/l/public/s5951905.jpg,https://book.douban.com/subject/3261289/,2018-12-26 23:33:38
1592322672,12堂文学阅读课,王蒙 王安忆 / 2017 / 上海交通大学出版社,https://img9.doubanio.com/view/subject/l/public/s29707986.jpg,https://book.douban.com/subject/27028006/,2018-12-26 12:40:42
1589082688,天真的人类学家,[英国] 奈吉尔·巴利 / 2011 / 广西师范大学出版社,https://img9.doubanio.com/view/subject/l/public/s6643217.jpg,https://book.douban.com/subject/6712255/,2018-12-24 11:34:20
1588696706,一只名叫鲍勃的流浪猫,(英)詹姆斯·鲍文 / 2013 / 中华工商联合出版社,https://img9.doubanio.com/view/subject/l/public/s27110823.jpg,https://book.douban.com/subject/25756216/,2018-12-24 02:03:24
1582040906,如果在冬夜，一个旅人,[意大利] 伊塔洛·卡尔维诺 / 2007 / 译林出版社,https://img9.doubanio.com/view/subject/l/public/s4696629.jpg,https://book.douban.com/subject/2136484/,2018-12-21 16:50:17
1581391522,这才是中国最好的语文书,叶开 / 2014 / 江苏文艺出版社,https://img9.doubanio.com/view/subject/l/public/s27222376.jpg,https://book.douban.com/subject/25830904/,2018-12-20 20:33:27
